MemberID,Name,Parliament,Party,Date_Elected,Method_of_Election,Date_Vacated,Reason_for_Leaving,Electorate_List
958,"YOUNG, Venn Spearman",36,New Zealand National Party,29/11/1969,General election,24/11/1972,Re-elected,Egmont
959,"YOUNG, William Lambert",36,New Zealand National Party,29/11/1969,General election,24/11/1972,Re-elected,Miramar
981,"BROOKS, Ian James",36,New Zealand Labour Party,21/02/1970,By-election,24/11/1972,Re-elected,Marlborough
920,"ADAMS-SCHNEIDER, Lancelot Raymond",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Waikato
982,"ALLEN, Keith Reading",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Tauranga
908,"ALLEN, Percy Benjamin",37,New Zealand National Party,25/11/1972,General election,30/10/1975,Retired,Bay of Plenty
940,"AMOS, Philip Albert",37,New Zealand Labour Party,25/11/1972,General election,30/10/1975,Defeated,Manurewa
938,"ARTHUR, Basil Malcolm",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Timaru
921,"BAILEY, Ronald Leslie",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Heretaunga
966,"BARCLAY, Bruce Gillespie",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Christchurch Central
949,"BARCLAY, Ronald Morrison",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,New Plymouth
983,"BASSETT, Michael Edward Rainton",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Waitemata
984,"BATCHELOR, Mary Dorothy",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Retired,Avon
985,"BEGG, Aubrey Wilbert",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Awarua
986,"BIRCH, Bill",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Franklin
922,"BLANCHFIELD, Patrick",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,West Coast
987,"BOLGER, Jim",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,King Country
981,"BROOKS, Ian James",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Marlborough
988,"BURKE, Thomas Kerry",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Rangiora
911,"CARTER, Douglas Julian",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Retired,Raglan
1500,"CHRISTIE, Gordon",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Napier
961,"COLMAN, Fraser MacDonald",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Petone
989,"COMBER, Kenneth Mark",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Wellington Central
909,"CONNELLY, Michael Aynsley",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Wigram
990,"DAVEY, Trevor",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Gisborne
924,"DOUGLAS, Norman Vazey",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Retired,Auckland Central
968,"DOUGLAS, Roger",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Manukau
991,"DOWNIE, Gavin Price Ansell",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Pakuranga
969,"DRAYTON, Roger Patrick Blundell",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,St Albans
912,"FAULKNER, Arthur James",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Roskill
853,"FINLAY, Allan Martyn",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Henderson
913,"FRASER, William Alex",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,St Kilda
869,"FREER, Warren Wilfred",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Mount Albert
951,"GAIR, George Frederick",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,North Shore
952,"GANDAR, Leslie Walter",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Ruahine
970,"GILL, Thomas Francis",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,East Coast Bays
925,"GORDON, John Bowie",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Clutha
942,"HARRISON, John Richard",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Hawkes Bay
953,"HIGHET, David Allan",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Remuera
962,"HOLLAND, Eric Sidney Fostyn",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Riccarton
771,"HOLYOAKE, Keith Jacka",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Pahiatua
954,"HUNT, Jonathan",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,New Lynn
971,"ISBEY, Edward Emanuel",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Grey Lynn
897,"JACK, Roy Emile",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Rangitīkei
992,"JELICICH, Dorothy Catherine",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Hamilton West
899,"KING, Norman James",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Birkenhead
915,"KIRK, Norman Eric",37,New Zealand Labour Party,25/11/1972,General election,31/08/1974,Died,Sydenham
993,"LANEY, William Ross",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Oamaru
926,"LAPWOOD, Henry Robert",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Rotorua
955,"LUXTON, John Finlay",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Piako
943,"MACDONELL, Brian Peter",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Dunedin Central
994,"MARSHALL, Cedric Russell",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Wanganui
860,"MARSHALL, John Ross",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Retired,Karori
889,"MAY, Henry Leonard James",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Western Hutt
995,"MAYSON, Charles Richard",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Hastings
928,"MCCREADY, Allan",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Manawatu
972,"MCGUIGAN, Thomas Malcolm",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Lyttelton
956,"MCLACHLAN, Colin Campbell Alexander",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Rakaia
887,"MCMILLAN, Ethel Emma",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Retired,Dunedin North
996,"MOORE, Rt Hon Mike",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Eden
944,"MOYLE, Colin James",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Māngere
929,"MULDOON, Robert David",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Tāmaki
997,"MUNRO, John Baldwin",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Invercargill
1499,"O'BRIEN, Gerald",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Island Bay
998,"O'FLYNN, Francis Duncan",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Kapiti
999,"QUIGLEY, Ian Terence",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Otago Central
939,"RATA, Matiu",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Northern Maori
963,"REWETI, Paraone Brown",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Eastern Maori
1000,"RIDLEY, John Wallace",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Taupō
1001,"ROGERS, Anthony Trevelyan",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Hamilton East
937,"ROWLING, Wallace Edward",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Tasman
974,"SCHULTZ, Leo Charles",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Coromandel
931,"SLOANE, Logan Francis",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Retired,Hobson
1002,"SMITH, Murray Robert",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Whangārei
957,"TALBOT, Robert Leslie Gapper",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,South Canterbury
917,"TALBOYS, Brian Edward",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Wallace
947,"THOMSON, David Spence",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Stratford
960,"TIRIKATENE-SULLIVAN, Tini Whetu Marama",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Southern Maori
918,"TIZARD, Robert James",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Otahuhu
964,"WALDING, Joseph Albert",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Palmerston North
934,"WALKER, Herbert John",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Papanui
977,"WALL, Gerard Aloysius",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Porirua
888,"WATT, Hugh",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Retired,Onehunga
978,"WĒTERE, Hon Koro Tainui",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Western Maori
919,"WHITEHEAD, Stanley Austin",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Nelson
979,"WILKINSON, Peter Ian",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Rodney
980,"WILLIAMS, John Henry",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Defeated,Wairarapa
965,"YOUNG, Trevor James",37,New Zealand Labour Party,25/11/1972,General election,28/11/1975,Re-elected,Hutt
958,"YOUNG, Venn Spearman",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Egmont
959,"YOUNG, William Lambert",37,New Zealand National Party,25/11/1972,General election,28/11/1975,Re-elected,Miramar
1003,"KIRK, Norman John",37,New Zealand Labour Party,2/11/1974,By-election,28/11/1975,Re-elected,Sydenham
920,"ADAMS-SCHNEIDER, Lancelot Raymond",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Waikato
982,"ALLEN, Keith Reading",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Tauranga
938,"ARTHUR, Basil Malcolm",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Timaru
1004,"AUSTIN, Howard Neill",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Hobson
1005,"AUSTIN, Rex",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Awarua
921,"BAILEY, Ronald Leslie",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Heretaunga
966,"BARCLAY, Bruce Gillespie",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Christchurch Central
984,"BATCHELOR, Mary Dorothy",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Avon
1006,"BELL, Robert Linfield",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Gisborne
986,"BIRCH, Bill",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Franklin
922,"BLANCHFIELD, Patrick",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Retired,West Coast
987,"BOLGER, Jim",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,King Country
1007,"BRILL, Barry Edward",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Kapiti
1500,"CHRISTIE, Gordon",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Napier
961,"COLMAN, Fraser MacDonald",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Petone
989,"COMBER, Kenneth Mark",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Wellington Central
909,"CONNELLY, Michael Aynsley",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Wigram
1008,"COOPER, Warren Ernest",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Otago Central
1009,"COUCH, Manuera Ben Riwai",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Wairarapa
1010,"DEWE, Colleen Elizabeth",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Defeated,Lyttelton
968,"DOUGLAS, Roger",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Manukau
991,"DOWNIE, Gavin Price Ansell",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Defeated,Pakuranga
969,"DRAYTON, Roger Patrick Blundell",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Retired,St Albans
1011,"ELLIOTT, John Gordon",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Whangārei
1012,"ELWORTHY, Jonathan Herbert",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Oamaru
912,"FAULKNER, Arthur James",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Roskill
1013,"FENTON, William Robert",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Defeated,Hastings
853,"FINLAY, Allan Martyn",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Retired,Henderson
913,"FRASER, William Alex",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,St Kilda
869,"FREER, Warren Wilfred",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Mount Albert
1014,"FRIEDLANDER, Anthony Peter David",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,New Plymouth
951,"GAIR, George Frederick",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,North Shore
952,"GANDAR, Leslie Walter",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Defeated,Ruahine
970,"GILL, Thomas Francis",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,East Coast Bays
925,"GORDON, John Bowie",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Retired,Clutha
942,"HARRISON, John Richard",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Hawkes Bay
953,"HIGHET, David Allan",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Remuera
962,"HOLLAND, Eric Sidney Fostyn",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Riccarton
771,"HOLYOAKE, Keith Jacka",38,New Zealand National Party,29/11/1975,General election,10/03/1977,Resigned,Pahiatua
954,"HUNT, Jonathan",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,New Lynn
971,"ISBEY, Edward Emanuel",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Grey Lynn
897,"JACK, Roy Emile",38,New Zealand National Party,29/11/1975,General election,24/12/1977,Died,Rangitīkei
1015,"JONES, Dail",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Waitemata
1016,"JONES, Norman Philip Hastings",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Re-elected,Invercargill
1003,"KIRK, Norman John",38,New Zealand Labour Party,29/11/1975,General election,24/11/1978,Re-elected,Sydenham
1017,"LA VARIS, Ramon John",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Defeated,Taupō
1018,"LAMBERT, Bill",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Defeated,Western Hutt
926,"LAPWOOD, Henry Robert",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Retired,Rotorua
1019,"LATTER, Edward Gale",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Retired,Marlborough
1020,"LITHGOW, John Lancelot",38,New Zealand National Party,29/11/1975,General election,24/11/1978,Defeated,Palmerston North
